timestamp,group,idx,seed,use_json_schema,status,elapsed_s,input_tokens,output_tokens,total_tokens,chars,outfile,error
2025-07-09T14:56:15,full_promote_rag,4,42,True,success,62.726,7850,2725,14486,8599,output\full_promote_rag\04_seed42.json,
2025-07-09T14:57:11,full_promote_rag,4,1001,True,success,55.538,7850,2782,13838,8655,output\full_promote_rag\04_seed1001.json,
2025-07-09T14:58:26,full_promote_rag,4,20250701,True,success,74.755,7850,2799,15996,8668,output\full_promote_rag\04_seed20250701.json,

2025-07-09T14:59:35,full_promote_rag,5,42,True,success,68.564,7877,3031,15340,9551,output\full_promote_rag\05_seed42.json,
2025-07-09T15:01:30,full_promote_rag,5,1001,True,success,114.151,7877,3158,20741,10057,output\full_promote_rag\05_seed1001.json,
2025-07-09T15:02:40,full_promote_rag,5,20250701,True,success,69.357,7877,3147,15575,9904,output\full_promote_rag\05_seed20250701.json,

2025-07-09T15:03:49,full_promote_rag,6,42,True,success,69.111,7850,2790,14382,8655,output\full_promote_rag\06_seed42.json,
2025-07-09T15:05:06,full_promote_rag,6,1001,True,success,76.101,7850,2798,16168,8687,output\full_promote_rag\06_seed1001.json,
2025-07-09T15:06:12,full_promote_rag,6,20250701,True,success,65.842,7496,2251,13848,7406,output\full_promote_rag\06_seed20250701.json,

2025-07-09T15:07:31,full_promote_rag,7,42,True,success,78.278,7903,2980,16892,9280,output\full_promote_rag\07_seed42.json,
2025-07-09T15:08:47,full_promote_rag,7,1001,True,success,75.279,7903,2922,13093,9282,output\full_promote_rag\07_seed1001.json,
2025-07-09T15:09:32,full_promote_rag,7,20250701,True,success,44.319,7903,2899,12739,9202,output\full_promote_rag\07_seed20250701.json,



