timestamp,Method,Group,idx,seed,status,elapsed_s,input_tokens,output_tokens,total_tokens,chars,memory_delta
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,13,1001,success,58.897,2888,1428,4316,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,13,20250701,success,60.252,2888,1464,4352,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,14,42,success,60.739,2903,1448,4351,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,14,1001,success,60.293,2903,1434,4337,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,14,20250701,success,60.638,2903,1463,4366,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,15,42,success,16.795,827,156,983,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,15,1001,success,7.445,827,153,980,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,15,20250701,success,7.555,827,156,983,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,16,42,success,7.471,821,156,977,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,16,1001,success,7.562,821,153,974,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,16,20250701,success,7.577,821,156,977,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,17,42,success,7.591,829,156,985,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,17,1001,success,7.532,829,153,982,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,17,20250701,success,7.408,829,156,985,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,18,42,success,7.496,829,156,985,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,18,1001,success,7.322,829,153,982,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,18,20250701,success,7.412,829,156,985,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,19,42,success,7.5,831,156,987,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,19,1001,success,7.64,831,153,984,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,19,20250701,success,7.526,831,156,987,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,20,42,success,7.405,829,156,985,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,20,1001,success,7.518,829,153,982,330,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,min_promote,20,20250701,success,7.514,829,156,985,330,0.0
